Date,Date,vixPrice,vixChange%,niftyPrice,niftyChange %,n5day,n10day,n20day,n1day,n60day,nc5day,nc10day,nc20day,nc1day,nc60day,v5day,v10day,v20day,v1day,v60day,vc5day,vc10day,vc20day,vc1day,vc60day,DayOfWeek,month,Tuesday,Wednesday,Friday,Monday,Thursday,Saturday,Sunday,March,April,May,June,July,August,September,October,November,December,January,February,n1day%,n5day%,n10day%,n20day%,n60day%,cluster,Month
2008-06-05,2008-06-05,30.32,1.68,4676.95,1.99,4835.3,5025.45,5135.5,4647.0,4864.25,-1.69,-1.8,-0.18,-2.61,-1.79,28.08,34.86,25.06,36.93,38.08,-13.94,25.13,0.6,0.68,6.49,Thursday,June,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.6403746031067217,3.3857535359582713,7.451437368370413,9.804466586129854,4.004746683201663,2,6
2008-06-06,2008-06-06,30.32,0.0,4627.8,-1.05,4870.1,4946.55,5081.7,4761.2,4921.4,0.72,-1.57,-1.05,2.46,1.17,26.68,34.03,25.94,30.99,35.51,-4.99,-2.38,3.51,-16.08,-6.75,Friday,June,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.8825791952979736,5.235749168071226,6.887722027745364,9.808116167509391,6.344267254418934,2,6
2008-06-09,2008-06-09,32.43,6.96,4500.95,-2.74,4739.6,4875.05,4982.6,4709.65,4771.6,-2.68,-1.45,-1.95,-1.08,-3.04,29.49,33.01,27.53,31.4,35.2,10.53,-3.0,6.13,1.32,-0.87,Monday,June,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.636798898010416,5.302213977049302,8.311578666725921,10.701074217665173,6.0131749963896635,2,6
2008-06-10,2008-06-10,30.23,-6.78,4449.8,-1.14,4715.9,4859.8,5012.65,4747.05,4800.4,-0.5,-0.31,0.6,0.79,0.6,28.49,28.59,31.5,38.24,32.58,-3.39,-13.39,14.42,21.78,-7.44,Tuesday,June,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.68007550901164,5.980044046923445,9.21389725380916,12.648883095869465,7.879005798013382,2,6
2008-06-11,2008-06-11,29.64,-1.95,4523.6,1.66,4585.6,4918.35,4957.8,4733.0,4865.9,-2.76,1.2,-1.09,-0.3,1.36,29.82,32.63,33.43,30.52,32.69,4.67,14.13,6.13,-20.19,0.34,Wednesday,June,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.629056503669635,1.3705897957379076,8.726456804315147,9.598549827570956,7.566982049694916,2,6
2008-06-12,2008-06-12,29.23,-1.38,4539.35,0.35,4676.95,4835.3,5011.75,4777.8,4872.0,1.99,-1.69,1.09,0.95,0.13,30.32,28.08,29.22,33.83,32.36,1.68,-13.94,-12.59,10.85,-1.01,Thursday,June,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.25295471818652,3.0312709969488902,6.5196558978708365,10.406776300571659,7.32814169429543,2,6
2008-06-13,2008-06-13,30.7,5.03,4517.1,-0.49,4627.8,4870.1,5115.25,4879.65,4623.6,-1.05,0.72,2.07,2.13,-5.1,30.32,26.68,29.02,30.23,34.15,0.0,-4.99,-0.68,-10.64,5.53,Friday,June,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.026167231188134,2.4506873879258775,7.814748400522459,13.241902990856957,2.3577073786278806,2,6
2008-06-16,2008-06-16,29.02,-5.47,4572.5,1.23,4500.95,4739.6,5157.7,4887.3,4745.8,-2.74,-2.68,0.83,0.16,2.64,32.43,29.49,23.25,27.94,31.11,6.96,10.53,-19.88,-7.58,-8.9,Monday,June,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.884636413340628,-1.5647895024603646,3.6544559868780837,12.798250410060138,3.7900492072170624,2,6
2008-06-17,2008-06-17,28.96,-0.21,4653.0,1.76,4449.8,4715.9,5104.95,4958.4,4503.1,-1.14,-0.5,-1.02,1.45,-5.11,30.23,28.49,24.99,27.1,33.43,-6.78,-3.39,7.48,-3.01,7.46,Tuesday,June,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.563507414571236,-4.3670750053728735,1.3518160326670885,9.713088330109603,-3.2215774768966177,2,6
2008-06-18,2008-06-18,31.82,9.88,4582.4,-1.52,4523.6,4585.6,5117.65,5037.0,4533.0,1.66,-2.76,0.25,1.59,0.66,29.64,29.82,27.86,27.1,37.84,-1.95,4.67,11.48,0.0,13.19,Wednesday,June,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.92056564245811,-1.2831703910614367,0.06983240223465276,11.680560405027935,-1.078037709497199,2,6
2008-06-19,2008-06-19,32.32,1.57,4504.25,-1.71,4539.35,4676.95,5025.45,5049.3,4573.95,0.35,1.99,-1.8,0.24,0.9,29.23,30.32,34.86,39.62,35.49,-1.38,1.68,25.13,46.2,-6.21,Thursday,June,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.100793694843762,0.7792640284176137,3.8341566298495824,11.57129377809846,1.5474274296497712,2,6
2008-06-20,2008-06-20,28.19,-12.78,4347.55,-3.48,4517.1,4627.8,4946.55,5022.8,4609.85,-0.49,-1.05,-1.57,-0.52,0.78,30.7,30.32,34.03,32.37,35.21,5.03,0.0,-2.38,-18.3,-0.79,Friday,June,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.531736265252844,3.899897643500366,6.446159331117526,13.777874895055836,6.03328311347771,2,6
2008-06-23,2008-06-23,31.12,10.39,4266.4,-1.87,4572.5,4500.95,4875.05,4999.85,4877.5,1.23,-2.74,-1.45,-0.46,5.81,29.02,32.43,33.01,28.73,33.3,-5.47,6.96,-3.0,-11.24,-5.42,Monday,June,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.191308831802008,7.174667166697928,5.497609225576603,14.266126007875506,14.323551471967008,2,6
2008-06-24,2008-06-24,34.05,9.42,4191.1,-1.76,4653.0,4449.8,4859.8,5111.7,4828.85,1.76,-1.14,-0.31,2.24,-1.0,28.96,30.23,28.59,27.4,37.18,-0.21,-6.78,-13.39,-4.63,11.65,Tuesday,June,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21.96559375820189,11.02097301424446,6.172603851017628,15.955238481544217,15.216768867361788,1,6
2008-06-25,2008-06-25,36.46,7.08,4252.65,1.47,4582.4,4523.6,4918.35,5089.65,4830.25,-1.52,1.66,1.2,-0.43,0.03,31.82,29.64,32.63,27.62,37.28,9.88,-1.95,14.13,0.8,0.27,Wednesday,June,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.681845437550706,7.75398868940543,6.371321411355291,15.653768826496439,13.582119384383864,1,6
2008-06-26,2008-06-26,32.85,-9.9,4315.85,1.49,4504.25,4539.35,4835.3,5195.5,4942.0,-1.71,0.35,-1.69,2.08,2.31,32.32,29.23,28.08,26.16,33.07,1.57,-1.38,-13.94,-5.29,-11.29,Thursday,June,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.381848303346956,4.365304632922822,5.178585910075651,12.035867789659042,14.508150190576586,2,6
2008-06-27,2008-06-27,32.2,-1.98,4136.65,-4.15,4347.55,4517.1,4870.1,5165.9,4734.5,-3.48,-0.49,0.72,-0.57,-4.2,28.19,30.7,26.68,26.16,35.14,-12.78,5.03,-4.99,0.0,6.26,Friday,June,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24.8812444852719,5.098328357487352,9.197055588459278,17.73053074347602,14.452515924721704,2,6
2008-06-30,2008-06-30,30.96,-3.85,4040.55,-2.32,4266.4,4572.5,4739.6,5228.2,4739.55,-1.87,1.23,-2.68,1.21,0.11,31.12,29.02,29.49,24.21,35.1,10.39,-5.47,10.53,-7.45,-0.11,Monday,June,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29.393275667916484,5.589585576221046,13.165286904010587,17.300862506341964,17.29962505104503,2,6
2008-07-01,2008-07-01,31.42,1.49,3896.75,-3.56,4191.1,4653.0,4715.9,5192.25,4754.2,-1.76,1.76,-0.5,-0.69,0.31,34.05,28.96,28.49,25.07,33.62,9.42,-0.21,-3.39,3.55,-4.22,Tuesday,July,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33.245653429139665,7.553730672996737,19.407198306280875,21.021363957143766,22.004234297812275,2,7
2008-07-02,2008-07-02,35.38,12.6,4093.35,5.05,4252.65,4582.4,4585.6,5144.65,4771.6,1.47,-1.52,-2.76,-0.92,0.37,36.46,31.82,29.82,24.91,36.68,7.08,9.88,4.67,-0.64,9.1,Wednesday,July,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25.683120182735408,3.89167796548059,11.947426924157469,12.02560250161849,16.569557941539337,1,7
2008-07-03,2008-07-03,36.26,2.49,3925.75,-4.09,4315.85,4504.25,4676.95,5135.5,4647.0,1.49,-1.71,1.99,-0.18,-2.61,32.85,32.32,30.32,25.06,36.93,-9.9,1.57,1.68,0.6,0.68,Thursday,July,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30.815767687702987,9.936954722027647,14.736037699802583,19.13519709609628,18.372285550531746,1,7
2008-07-04,2008-07-04,35.67,-1.63,4016.0,2.3,4136.65,4347.55,4627.8,5081.7,4761.2,-4.15,-3.48,-1.05,-1.05,2.46,32.2,28.19,30.32,25.94,30.99,-1.98,-12.78,0.0,3.51,-16.08,Friday,July,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26.536354581673304,3.0042330677290745,8.25572709163347,15.234063745019924,18.555776892430277,1,7
2008-07-07,2008-07-07,37.29,4.54,4030.0,0.35,4040.55,4266.4,4500.95,4982.6,4709.65,-2.32,-1.87,-2.74,-1.95,-1.08,30.96,31.12,32.43,27.53,31.4,-3.85,10.39,6.96,6.13,1.32,Monday,July,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.637717121588096,0.26178660049628244,5.866004962779147,11.686104218362278,16.864764267990065,1,7
2008-07-08,2008-07-08,36.04,-3.35,3988.55,-1.03,3896.75,4191.1,4449.8,5012.65,4747.05,-3.56,-1.76,-1.14,0.6,0.79,31.42,34.05,30.23,31.5,38.24,1.49,9.42,-6.78,14.42,21.78,Tuesday,July,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25.675997542966726,-2.301588296498732,5.078286595379278,11.564352960348998,19.016935979240575,1,7
2008-07-09,2008-07-09,34.27,-4.91,4157.1,4.23,4093.35,4252.65,4523.6,4957.8,4733.0,5.05,1.47,1.66,-1.09,-0.3,35.38,36.46,29.64,33.43,30.52,12.6,7.08,-1.95,6.13,-20.19,Wednesday,July,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.26102330951865,-1.5335209641336616,2.298477303889713,8.81624209184287,13.853407423444217,1,7
2008-07-10,2008-07-10,32.17,-6.13,4162.2,0.12,3925.75,4315.85,4539.35,5011.75,4777.8,-4.09,1.49,0.35,1.09,0.95,36.26,32.85,29.23,29.22,33.83,2.49,-9.9,-1.38,-12.59,10.85,Thursday,July,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.411080678487345,-5.680889913987791,3.6915573494786544,9.061313728316769,14.790255153524587,2,7
2008-07-11,2008-07-11,33.01,2.61,4049.0,-2.72,4016.0,4136.65,4517.1,5115.25,4879.65,2.3,-4.15,-0.49,2.07,2.13,35.67,32.2,30.7,29.02,30.23,-1.63,-1.98,5.03,-0.68,-10.64,Friday,July,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26.333662632748826,-0.8150160533465054,2.164732032600633,11.560879229439376,20.51494196097801,2,7
2008-07-14,2008-07-14,31.51,-4.54,4039.7,-0.23,4030.0,4040.55,4572.5,5157.7,4887.3,0.35,-2.32,1.23,0.83,0.16,37.29,30.96,29.02,23.25,27.94,4.54,-3.85,-5.47,-19.88,-7.58,Monday,July,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27.675322424932546,-0.24011684035942812,0.02104116642325826,13.189098200361418,20.98175607099538,2,7
2008-07-15,2008-07-15,49.77,57.95,3861.1,-4.42,3988.55,3896.75,4653.0,5104.95,4958.4,-1.03,-3.56,1.76,-1.02,1.45,36.04,31.42,28.96,24.99,27.1,-3.35,1.49,-0.21,7.48,-3.01,Tuesday,July,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32.21491284867007,3.3008728082670817,0.923312009530965,20.50969930848722,28.419362357877283,3,7
2008-07-16,2008-07-16,31.1,-37.51,3816.7,-1.15,4157.1,4093.35,4582.4,5117.65,5037.0,4.23,5.05,-1.52,0.25,1.59,34.27,35.38,31.82,27.86,27.1,-4.91,12.6,9.88,11.48,0.0,Wednesday,July,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34.085728508921314,8.918699400005254,7.248408310844449,20.061833521104617,31.972646527104576,2,7
2008-07-17,2008-07-17,35.34,13.63,3947.2,3.42,4162.2,3925.75,4504.25,5025.45,5049.3,0.12,-4.09,-1.71,-1.8,0.24,32.17,36.26,32.32,34.86,39.62,-6.13,2.49,1.57,25.13,46.2,Thursday,July,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27.31683218483989,5.446899067693555,-0.5434231860559338,14.112535468179981,27.921057965139855,1,7
2008-07-18,2008-07-18,36.25,2.57,4092.25,3.67,4049.0,4016.0,4347.55,4946.55,5022.8,-2.72,2.3,-3.48,-1.57,-0.52,33.01,35.67,28.19,34.03,32.37,2.61,-1.63,-12.78,-2.38,-18.3,Friday,July,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.876046184861632,-1.0568758018205142,-1.8632781477182478,6.238621785081562,22.73932433257988,1,7
2008-07-21,2008-07-21,40.48,11.67,4159.5,1.64,4039.7,4030.0,4266.4,4875.05,4999.85,-0.23,0.35,-1.87,-1.45,-0.46,31.51,37.29,31.12,33.01,28.73,-4.54,4.54,10.39,-3.0,-11.24,Monday,July,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.20278879673038,-2.8801538646471974,-3.1133549705493446,2.5700204351484466,20.203149416997242,1,7
2008-07-22,2008-07-22,35.55,-12.18,4240.1,1.94,3861.1,3988.55,4191.1,4859.8,5111.7,-4.42,-1.03,-1.76,-0.31,2.24,49.77,36.04,34.05,28.59,27.4,57.95,-3.35,9.42,-13.39,-4.63,Tuesday,July,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.615221339119355,-8.938468432348303,-5.932643098040144,-1.1556331218603335,20.556118959458487,1,7
2008-07-23,2008-07-23,37.77,6.24,4476.8,5.58,3816.7,4157.1,4252.65,4918.35,5089.65,-1.15,4.23,1.47,1.2,-0.43,31.1,34.27,36.46,32.63,27.62,-37.51,-4.91,7.08,14.13,0.8,Wednesday,July,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.863071837026451,-14.74490707648321,-7.141261615439595,-5.006924588992149,13.689465689778402,1,7
2008-07-24,2008-07-24,40.29,6.67,4433.55,-0.97,3947.2,4162.2,4315.85,4835.3,5195.5,3.42,0.12,1.49,-1.69,2.08,35.34,32.17,32.85,28.08,26.16,13.63,-6.13,-9.9,-13.94,-5.29,Thursday,July,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.061587215662392,-10.969764635562932,-6.12037757553203,-2.6547574742587723,17.186002187862996,1,7
2008-07-25,2008-07-25,42.29,4.96,4311.85,-2.74,4092.25,4049.0,4136.65,4870.1,5165.9,3.67,-2.72,-4.15,0.72,-0.57,36.25,33.01,32.2,26.68,26.16,2.57,2.61,-1.98,-4.99,0.0,Friday,July,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.946878949870705,-5.09294154481256,-6.0959912798450855,-4.0632211231838005,19.80704338045153,1,7
2008-07-28,2008-07-28,54.06,27.83,4332.1,0.47,4159.5,4039.7,4040.55,4739.6,5228.2,1.64,-0.23,-2.32,-2.68,1.21,40.48,31.51,30.96,29.49,24.21,11.67,-4.54,-3.85,10.53,-7.45,Monday,July,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.40652339512015,-3.9842108907920024,-6.749613351492361,-6.729992382447316,20.68511807206665,3,7
2008-07-29,2008-07-29,61.73,14.19,4189.85,-3.28,4240.1,3861.1,3896.75,4715.9,5192.25,1.94,-4.42,-3.56,-0.5,-0.69,35.55,49.77,31.42,28.49,25.07,-12.18,57.95,1.49,-3.39,3.55,Tuesday,July,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.555342076685305,1.1993269448786947,-7.846342947838238,-6.99547716505365,23.92448417007768,3,7
2008-07-30,2008-07-30,51.72,-16.22,4313.55,2.95,4476.8,3816.7,4093.35,4585.6,5144.65,5.58,-1.15,5.05,-2.76,-0.92,37.77,31.1,35.38,29.82,24.91,6.24,-37.51,12.6,4.67,-0.64,Wednesday,July,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.306870211310874,3.784585782012495,-11.518354951258253,-5.104844037973369,19.267192915348133,3,7
2008-07-31,2008-07-31,39.06,-24.48,4332.95,0.45,4433.55,3947.2,3925.75,4676.95,5135.5,-0.97,3.42,-4.09,1.99,-0.18,40.29,35.34,36.26,30.32,25.06,6.67,13.63,2.49,1.68,0.6,Thursday,July,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.939163849109729,2.321743846571051,-8.90271062440139,-9.397754416736861,18.522023102043647,1,7
2008-08-01,2008-08-01,38.49,-1.46,4413.55,1.86,4311.85,4092.25,4016.0,4627.8,5081.7,-2.74,3.67,2.3,-1.05,-1.05,42.29,36.25,35.67,30.32,25.94,4.96,2.57,-1.63,0.0,3.51,Friday,August,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.854368932038835,-2.3042675397355827,-7.279854085713318,-9.007488303066696,15.138607243602081,1,8
2008-08-04,2008-08-04,40.24,4.55,4395.35,-0.41,4332.1,4159.5,4030.0,4500.95,4982.6,0.47,1.64,0.35,-2.74,-1.95,54.06,40.48,37.29,32.43,27.53,27.83,11.67,4.54,6.96,6.13,Monday,August,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.4025390469473296,-1.439020783327835,-5.365898051349729,-8.312193568202767,13.360710751134722,1,8
2008-08-05,2008-08-05,35.66,-11.38,4502.85,2.45,4189.85,4240.1,3988.55,4449.8,5012.65,-3.28,1.94,-1.03,-1.14,0.6,61.73,35.55,36.04,30.23,31.5,14.19,-12.18,-3.35,-6.78,14.42,Tuesday,August,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.1781427318254034,-6.951153158555138,-5.8351932664867805,-11.421655173945393,11.321718467192984,1,8
2008-08-06,2008-08-06,34.92,-2.08,4517.55,0.33,4313.55,4476.8,4157.1,4523.6,4957.8,2.95,5.58,4.23,1.66,-1.09,51.72,37.77,34.27,29.64,33.43,-16.22,6.24,-4.91,-1.95,6.13,Wednesday,August,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1339221480669872,-4.515722017465219,-0.90203760888092,-7.978882358800673,9.745326559750307,1,8
2008-08-07,2008-08-07,35.67,2.15,4523.85,0.14,4332.95,4433.55,4162.2,4539.35,5011.75,0.45,-0.97,0.12,0.35,1.09,39.06,40.29,32.17,29.23,29.22,-24.48,6.67,-6.13,-1.38,-12.59,Thursday,August,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.34262851332382815,-4.21985698022703,-1.9960874034284994,-7.994296893133073,10.785061396819072,1,8
2008-08-08,2008-08-08,35.14,-1.49,4529.5,0.12,4413.55,4311.85,4049.0,4517.1,5115.25,1.86,-2.74,-2.72,-0.49,2.07,38.49,42.29,33.01,30.7,29.02,-1.46,4.96,2.61,5.03,-0.68,Friday,August,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.2737609007616654,-2.5598851970416123,-4.805166133127268,-10.608234904514848,12.931890937189536,1,8
2008-08-11,2008-08-11,31.37,-10.73,4620.4,2.01,4395.35,4332.1,4039.7,4572.5,5157.7,-0.41,0.47,-0.23,1.23,0.83,40.24,54.06,31.51,29.02,23.25,4.55,27.83,-4.54,-5.47,-19.88,Monday,August,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.0367067786338768,-4.870790407756888,-6.239719504804764,-12.568175915505147,11.62886330187863,2,8
2008-08-12,2008-08-12,33.89,8.03,4552.25,-1.47,4502.85,4189.85,3861.1,4653.0,5104.95,2.45,-3.28,-4.42,1.76,-1.02,35.66,61.73,49.77,28.96,24.99,-11.38,14.19,57.95,-0.21,7.48,Tuesday,August,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.2131912790378383,-1.0851776593991902,-7.960898456807065,-15.182602009995058,12.14124883299467,1,8
2008-08-13,2008-08-13,34.76,2.57,4529.05,-0.51,4517.55,4313.55,3816.7,4582.4,5117.65,0.33,2.95,-1.15,-1.52,0.25,34.92,51.72,31.1,31.82,27.86,-2.08,-16.22,-37.51,9.88,11.48,Wednesday,August,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.17795122597453,-0.2539163842306885,-4.75817224362725,-15.728464026672267,12.996102935494186,1,8
2008-08-14,2008-08-14,35.24,1.38,4430.7,-2.17,4523.85,4332.95,3947.2,4504.25,5025.45,0.14,0.45,3.42,-1.71,-1.8,35.67,39.06,35.34,32.32,34.86,2.15,-24.48,13.63,1.57,25.13,Thursday,August,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6600085765229013,2.1023765996343817,-2.2061976662829803,-10.9124968966529,13.423386823752455,1,8
2008-08-18,2008-08-18,35.24,0.0,4393.05,-0.85,4529.5,4413.55,4092.25,4347.55,4946.55,0.12,1.86,3.67,-3.48,-1.57,35.14,38.49,36.25,28.19,34.03,-1.49,-1.46,2.57,-12.78,-2.38,Monday,August,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.0357268867870841,3.1060424989471964,0.4666461797612137,-6.8471790669352774,12.59944685355277,1,8
2008-08-19,2008-08-19,34.92,-0.91,4368.25,-0.56,4620.4,4395.35,4159.5,4266.4,4875.05,2.01,-0.41,1.64,-1.87,-1.45,31.37,40.24,40.48,31.12,33.01,-10.73,4.55,11.67,10.39,-3.0,Tuesday,August,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3315973215818775,5.772334458879405,0.6203857379957732,-4.778801579579923,11.601900074400508,1,8
2008-08-20,2008-08-20,33.95,-2.78,4415.75,1.09,4552.25,4502.85,4240.1,4191.1,4859.8,-1.47,2.45,1.94,-1.76,-0.31,33.89,35.66,35.55,34.05,28.59,8.03,-11.38,-12.18,9.42,-13.39,Wednesday,August,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.087470984543954,3.0912076091264225,1.9724848553473444,-3.9778067146011358,10.056049368736913,1,8
2008-08-21,2008-08-21,36.55,7.66,4283.85,-2.99,4529.05,4517.55,4476.8,4252.65,4918.35,-0.51,0.33,5.58,1.47,1.2,34.76,34.92,37.77,36.46,32.63,2.57,-2.08,6.24,7.08,14.13,Thursday,August,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.7283168178157667,5.723823196423774,5.455373087292967,4.504125961459897,14.811442977695297,1,8
2008-08-22,2008-08-22,35.76,-2.16,4327.45,1.02,4430.7,4523.85,4433.55,4315.85,4835.3,-2.17,0.14,-0.97,1.49,-1.69,35.24,35.67,40.29,32.85,28.08,1.38,2.15,6.67,-9.9,-13.94,Friday,August,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.2680562455949683,2.3859316687656706,4.5384695374874475,2.4517903153127216,11.73554864874234,1,8
2008-08-25,2008-08-25,45.11,26.15,4335.35,0.18,4393.05,4529.5,4311.85,4136.65,4870.1,-0.85,0.12,-2.74,-4.15,0.72,35.24,35.14,42.29,32.2,26.68,0.0,-1.49,4.96,-1.98,-4.99,Monday,August,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-4.583251640582668,1.330919072277897,4.478300483236638,-0.5420554280507918,12.334644261708974,1,8
2008-08-26,2008-08-26,33.9,-24.85,4337.5,0.05,4368.25,4620.4,4332.1,4040.55,4739.6,-0.56,2.01,0.47,-2.32,-2.68,34.92,31.37,54.06,30.96,29.49,-0.91,-10.73,27.83,-3.85,10.53,Tuesday,August,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-6.8461095100864515,0.7089337175792507,6.5221902017290985,-0.124495677233421,9.270317002881853,1,8
2008-08-27,2008-08-27,32.8,-3.24,4292.1,-1.05,4415.75,4552.25,4189.85,3896.75,4715.9,1.09,-1.47,-3.28,-3.56,-0.5,33.95,33.89,61.73,31.42,28.49,-2.78,8.03,14.19,1.49,-3.39,Wednesday,August,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-9.21110878124928,2.8808741641620563,6.061135574660414,-2.382283730574777,9.873954474499644,2,8
2008-08-28,2008-08-28,33.31,1.55,4214.0,-1.82,4283.85,4529.05,4313.55,4093.35,4585.6,-2.99,-0.51,2.95,5.05,-2.76,36.55,34.76,51.72,35.38,29.82,7.66,2.57,-16.22,12.6,4.67,Thursday,August,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.8630754627432387,1.657570004746093,7.476269577598485,2.3623635500711955,8.818224964404376,1,8
2008-08-29,2008-08-29,31.67,-4.92,4360.0,3.46,4327.45,4430.7,4332.95,3925.75,4676.95,1.02,-2.17,0.45,-4.09,1.99,35.76,35.24,39.06,36.26,30.32,-2.16,1.38,-24.48,2.49,1.68,Friday,August,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-9.9598623853211,-0.7465596330275271,1.6215596330275188,-0.6204128440367014,7.269495412844032,2,8
2008-09-01,2008-09-01,31.28,-1.23,4348.65,-0.26,4335.35,4393.05,4413.55,4016.0,4627.8,0.18,-0.85,1.86,2.3,-1.05,45.11,35.24,38.49,35.67,30.32,26.15,0.0,-1.46,-1.63,0.0,Monday,September,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-7.649500419670464,-0.3058420429328475,1.021006519264612,1.492417186943087,6.419233555241295,2,9
2008-09-02,2008-09-02,30.45,-2.65,4504.0,3.57,4337.5,4368.25,4395.35,4030.0,4500.95,0.05,-0.56,-0.41,0.35,-2.74,33.9,34.92,40.24,37.29,32.43,-24.85,-0.91,4.55,4.54,6.96,Tuesday,September,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-10.52397868561279,-3.6967140319715805,-3.0139875666074603,-2.412300177619885,-0.06771758436945342,2,9
2008-09-04,2008-09-04,31.23,2.56,4447.75,-1.25,4292.1,4415.75,4502.85,3988.55,4449.8,-1.05,1.09,2.45,-1.03,-1.14,32.8,33.95,35.66,36.04,30.23,-3.24,-2.78,-11.38,-3.35,-6.78,Thursday,September,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-10.324321286043501,-3.4995222303411753,-0.7194648979821258,1.238828621212981,0.04609072002698403,2,9
